data_dir,C,SB,DB_V,DB_H,N
2025-06-03--18h-22m-37s,49.0,0.0,5.0,66.0,120.0
2025-06-03--18h-22m-37s,42.0,4.0,11.0,63.0,120.0
2025-06-03--18h-22m-37s,54.0,1.0,9.0,56.0,120.0
2025-06-03--18h-22m-37s,47.0,3.0,12.0,58.0,120.0
2025-06-03--18h-22m-37s,37.0,0.0,10.0,73.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,11.0,63.0,120.0
2025-06-03--18h-22m-37s,41.0,3.0,11.0,65.0,120.0
2025-06-03--18h-22m-37s,44.0,2.0,8.0,66.0,120.0
2025-06-03--18h-22m-37s,32.0,6.0,13.0,69.0,120.0
2025-06-03--18h-22m-37s,45.0,0.0,11.0,64.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,10.0,64.0,120.0
2025-06-03--18h-22m-37s,49.0,1.0,12.0,58.0,120.0
2025-06-03--18h-22m-37s,48.0,2.0,9.0,61.0,120.0
2025-06-03--18h-22m-37s,51.0,5.0,5.0,59.0,120.0
2025-06-03--18h-22m-37s,32.0,2.0,12.0,74.0,120.0
2025-06-03--18h-22m-37s,48.0,1.0,7.0,64.0,120.0
2025-06-03--18h-22m-37s,44.0,1.0,9.0,66.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,4.0,70.0,120.0
2025-06-03--18h-22m-37s,47.0,1.0,8.0,64.0,120.0
2025-06-03--18h-22m-37s,45.0,0.0,14.0,61.0,120.0
2025-06-03--18h-22m-37s,44.0,0.0,6.0,70.0,120.0
2025-06-03--18h-22m-37s,43.0,2.0,7.0,68.0,120.0
2025-06-03--18h-22m-37s,41.0,2.0,8.0,69.0,120.0
2025-06-03--18h-22m-37s,51.0,2.0,5.0,62.0,120.0
2025-06-03--18h-22m-37s,39.0,4.0,9.0,68.0,120.0
2025-06-03--18h-22m-37s,51.0,2.0,8.0,59.0,120.0
2025-06-03--18h-22m-37s,47.0,4.0,11.0,58.0,120.0
2025-06-03--18h-22m-37s,54.0,3.0,5.0,58.0,120.0
2025-06-03--18h-22m-37s,43.0,1.0,11.0,65.0,120.0
2025-06-03--18h-22m-37s,38.0,1.0,9.0,72.0,120.0
2025-06-03--18h-22m-37s,44.0,0.0,11.0,65.0,120.0
2025-06-03--18h-22m-37s,46.0,4.0,3.0,67.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,13.0,59.0,120.0
2025-06-03--18h-22m-37s,40.0,2.0,7.0,71.0,120.0
2025-06-03--18h-22m-37s,48.0,2.0,6.0,64.0,120.0
2025-06-03--18h-22m-37s,38.0,0.0,9.0,73.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,9.0,65.0,120.0
2025-06-03--18h-22m-37s,53.0,1.0,7.0,59.0,120.0
2025-06-03--18h-22m-37s,52.0,1.0,5.0,62.0,120.0
2025-06-03--18h-22m-37s,51.0,2.0,9.0,58.0,120.0
2025-06-03--18h-22m-37s,34.0,1.0,12.0,73.0,120.0
2025-06-03--18h-22m-37s,45.0,4.0,9.0,62.0,120.0
2025-06-03--18h-22m-37s,38.0,1.0,14.0,67.0,120.0
2025-06-03--18h-22m-37s,51.0,3.0,8.0,58.0,120.0
2025-06-03--18h-22m-37s,49.0,1.0,11.0,59.0,120.0
2025-06-03--18h-22m-37s,51.0,0.0,6.0,63.0,120.0
2025-06-03--18h-22m-37s,51.0,2.0,7.0,60.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,3.0,69.0,120.0
2025-06-03--18h-22m-37s,47.0,0.0,9.0,64.0,120.0
2025-06-03--18h-22m-37s,46.0,3.0,5.0,66.0,120.0
2025-06-03--18h-22m-37s,48.0,1.0,6.0,65.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,14.0,58.0,120.0
2025-06-03--18h-22m-37s,49.0,2.0,9.0,60.0,120.0
2025-06-03--18h-22m-37s,43.0,1.0,6.0,70.0,120.0
2025-06-03--18h-22m-37s,39.0,1.0,16.0,64.0,120.0
2025-06-03--18h-22m-37s,36.0,3.0,7.0,74.0,120.0
2025-06-03--18h-22m-37s,41.0,1.0,10.0,68.0,120.0
2025-06-03--18h-22m-37s,39.0,2.0,6.0,73.0,120.0
2025-06-03--18h-22m-37s,38.0,1.0,11.0,70.0,120.0
2025-06-03--18h-22m-37s,46.0,3.0,9.0,62.0,120.0
2025-06-03--18h-22m-37s,41.0,3.0,4.0,72.0,120.0
2025-06-03--18h-22m-37s,47.0,2.0,8.0,63.0,120.0
2025-06-03--18h-22m-37s,44.0,0.0,4.0,72.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,10.0,62.0,120.0
2025-06-03--18h-22m-37s,55.0,2.0,11.0,52.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,10.0,64.0,120.0
2025-06-03--18h-22m-37s,46.0,4.0,11.0,59.0,120.0
2025-06-03--18h-22m-37s,47.0,1.0,9.0,63.0,120.0
2025-06-03--18h-22m-37s,41.0,1.0,12.0,66.0,120.0
2025-06-03--18h-22m-37s,47.0,2.0,7.0,64.0,120.0
2025-06-03--18h-22m-37s,39.0,1.0,7.0,73.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,12.0,56.0,120.0
2025-06-03--18h-22m-37s,37.0,2.0,9.0,72.0,120.0
2025-06-03--18h-22m-37s,54.0,0.0,8.0,58.0,120.0
2025-06-03--18h-22m-37s,53.0,3.0,4.0,60.0,120.0
2025-06-03--18h-22m-37s,54.0,0.0,7.0,59.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,13.0,61.0,120.0
2025-06-03--18h-22m-37s,52.0,3.0,9.0,56.0,120.0
2025-06-03--18h-22m-37s,49.0,4.0,8.0,59.0,120.0
2025-06-03--18h-22m-37s,45.0,3.0,9.0,63.0,120.0
2025-06-03--18h-22m-37s,45.0,2.0,11.0,62.0,120.0
2025-06-03--18h-22m-37s,47.0,2.0,7.0,64.0,120.0
2025-06-03--18h-22m-37s,42.0,3.0,11.0,64.0,120.0
2025-06-03--18h-22m-37s,43.0,2.0,10.0,65.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,10.0,58.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,12.0,56.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,6.0,66.0,120.0
2025-06-03--18h-22m-37s,42.0,2.0,11.0,65.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,9.0,59.0,120.0
2025-06-03--18h-22m-37s,38.0,3.0,13.0,66.0,120.0
2025-06-03--18h-22m-37s,45.0,3.0,6.0,66.0,120.0
2025-06-03--18h-22m-37s,47.0,4.0,13.0,56.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,6.0,67.0,120.0
2025-06-03--18h-22m-37s,54.0,0.0,12.0,54.0,120.0
2025-06-03--18h-22m-37s,40.0,1.0,6.0,73.0,120.0
2025-06-03--18h-22m-37s,47.0,1.0,10.0,62.0,120.0
2025-06-03--18h-22m-37s,52.0,1.0,11.0,56.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,5.0,68.0,120.0
2025-06-03--18h-22m-37s,49.0,0.0,11.0,60.0,120.0
2025-06-03--18h-22m-37s,55.0,1.0,4.0,60.0,120.0
2025-06-03--18h-22m-37s,33.0,2.0,8.0,77.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,10.0,63.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,9.0,63.0,120.0
2025-06-03--18h-22m-37s,50.0,3.0,8.0,59.0,120.0
2025-06-03--18h-22m-37s,42.0,1.0,10.0,67.0,120.0
2025-06-03--18h-22m-37s,43.0,1.0,13.0,63.0,120.0
2025-06-03--18h-22m-37s,41.0,3.0,6.0,70.0,120.0
2025-06-03--18h-22m-37s,41.0,4.0,13.0,62.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,8.0,60.0,120.0
2025-06-03--18h-22m-37s,44.0,1.0,9.0,66.0,120.0
2025-06-03--18h-22m-37s,54.0,2.0,8.0,56.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,11.0,57.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,5.0,63.0,120.0
2025-06-03--18h-22m-37s,56.0,0.0,15.0,49.0,120.0
2025-06-03--18h-22m-37s,52.0,1.0,7.0,60.0,120.0
2025-06-03--18h-22m-37s,48.0,2.0,8.0,62.0,120.0
2025-06-03--18h-22m-37s,43.0,2.0,12.0,63.0,120.0
2025-06-03--18h-22m-37s,42.0,4.0,6.0,68.0,120.0
2025-06-03--18h-22m-37s,36.0,1.0,9.0,74.0,120.0
2025-06-03--18h-22m-37s,51.0,0.0,11.0,58.0,120.0
2025-06-03--18h-22m-37s,41.0,1.0,12.0,66.0,120.0
2025-06-03--18h-22m-37s,44.0,2.0,13.0,61.0,120.0
2025-06-03--18h-22m-37s,39.0,2.0,13.0,66.0,120.0
2025-06-03--18h-22m-37s,45.0,0.0,13.0,62.0,120.0
2025-06-03--18h-22m-37s,43.0,1.0,5.0,71.0,120.0
2025-06-03--18h-22m-37s,45.0,0.0,8.0,67.0,120.0
2025-06-03--18h-22m-37s,43.0,5.0,9.0,63.0,120.0
2025-06-03--18h-22m-37s,39.0,0.0,12.0,69.0,120.0
2025-06-03--18h-22m-37s,49.0,3.0,8.0,60.0,120.0
2025-06-03--18h-22m-37s,39.0,2.0,10.0,69.0,120.0
2025-06-03--18h-22m-37s,48.0,2.0,13.0,57.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,8.0,64.0,120.0
2025-06-03--18h-22m-37s,43.0,2.0,12.0,63.0,120.0
2025-06-03--18h-22m-37s,50.0,4.0,12.0,54.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,6.0,66.0,120.0
2025-06-03--18h-22m-37s,51.0,2.0,8.0,59.0,120.0
2025-06-03--18h-22m-37s,47.0,2.0,12.0,59.0,120.0
2025-06-03--18h-22m-37s,47.0,0.0,7.0,66.0,120.0
2025-06-03--18h-22m-37s,46.0,2.0,5.0,67.0,120.0
2025-06-03--18h-22m-37s,48.0,3.0,9.0,60.0,120.0
2025-06-03--18h-22m-37s,37.0,1.0,15.0,67.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,6.0,67.0,120.0
2025-06-03--18h-22m-37s,41.0,1.0,8.0,70.0,120.0
2025-06-03--18h-22m-37s,50.0,4.0,5.0,61.0,120.0
2025-06-03--18h-22m-37s,51.0,0.0,11.0,58.0,120.0
2025-06-03--18h-22m-37s,50.0,1.0,5.0,64.0,120.0
2025-06-03--18h-22m-37s,41.0,2.0,12.0,65.0,120.0
2025-06-03--18h-22m-37s,44.0,1.0,6.0,69.0,120.0
2025-06-03--18h-22m-37s,59.0,0.0,11.0,50.0,120.0
2025-06-03--18h-22m-37s,47.0,1.0,8.0,64.0,120.0
2025-06-03--18h-22m-37s,44.0,2.0,9.0,65.0,120.0
2025-06-03--18h-22m-37s,46.0,0.0,10.0,64.0,120.0
2025-06-03--18h-22m-37s,49.0,3.0,6.0,62.0,120.0
2025-06-03--18h-22m-37s,41.0,4.0,10.0,65.0,120.0
2025-06-03--18h-22m-37s,49.0,2.0,8.0,61.0,120.0
2025-06-03--18h-22m-37s,54.0,1.0,6.0,59.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,7.0,61.0,120.0
2025-06-03--18h-22m-37s,53.0,3.0,10.0,54.0,120.0
2025-06-03--18h-22m-37s,51.0,2.0,6.0,61.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,9.0,64.0,120.0
2025-06-03--18h-22m-37s,53.0,2.0,7.0,58.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,5.0,69.0,120.0
2025-06-03--18h-22m-37s,49.0,1.0,12.0,58.0,120.0
2025-06-03--18h-22m-37s,39.0,2.0,8.0,71.0,120.0
2025-06-03--18h-22m-37s,53.0,1.0,6.0,60.0,120.0
2025-06-03--18h-22m-37s,40.0,3.0,13.0,64.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,5.0,68.0,120.0
2025-06-03--18h-22m-37s,49.0,3.0,14.0,54.0,120.0
2025-06-03--18h-22m-37s,47.0,0.0,6.0,67.0,120.0
2025-06-03--18h-22m-37s,45.0,3.0,9.0,63.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,11.0,62.0,120.0
2025-06-03--18h-22m-37s,44.0,1.0,8.0,67.0,120.0
2025-06-03--18h-22m-37s,51.0,0.0,12.0,57.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,8.0,60.0,120.0
2025-06-03--18h-22m-37s,46.0,3.0,11.0,60.0,120.0
2025-06-03--18h-22m-37s,47.0,2.0,12.0,59.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,5.0,68.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,13.0,59.0,120.0
2025-06-03--18h-22m-37s,54.0,1.0,9.0,56.0,120.0
2025-06-03--18h-22m-37s,49.0,0.0,11.0,60.0,120.0
2025-06-03--18h-22m-37s,38.0,2.0,12.0,68.0,120.0
2025-06-03--18h-22m-37s,48.0,1.0,6.0,65.0,120.0
2025-06-03--18h-22m-37s,40.0,3.0,8.0,69.0,120.0
2025-06-03--18h-22m-37s,47.0,1.0,11.0,61.0,120.0
2025-06-03--18h-22m-37s,48.0,3.0,8.0,61.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,6.0,67.0,120.0
2025-06-03--18h-22m-37s,47.0,1.0,8.0,64.0,120.0
2025-06-03--18h-22m-37s,56.0,1.0,7.0,56.0,120.0
2025-06-03--18h-22m-37s,42.0,0.0,9.0,69.0,120.0
2025-06-03--18h-22m-37s,51.0,2.0,8.0,59.0,120.0
2025-06-03--18h-22m-37s,37.0,3.0,8.0,72.0,120.0
2025-06-03--18h-22m-37s,37.0,2.0,12.0,69.0,120.0
2025-06-03--18h-22m-37s,35.0,1.0,5.0,79.0,120.0
2025-06-03--18h-22m-37s,33.0,3.0,6.0,78.0,120.0
2025-06-03--18h-22m-37s,46.0,3.0,2.0,69.0,120.0
2025-06-03--18h-22m-37s,50.0,1.0,8.0,61.0,120.0
2025-06-03--18h-22m-37s,47.0,0.0,14.0,59.0,120.0
2025-06-03--18h-22m-37s,49.0,3.0,8.0,60.0,120.0
2025-06-03--18h-22m-37s,40.0,1.0,8.0,71.0,120.0
2025-06-03--18h-22m-37s,37.0,1.0,15.0,67.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,10.0,58.0,120.0
2025-06-03--18h-22m-37s,38.0,0.0,8.0,74.0,120.0
2025-06-03--18h-22m-37s,44.0,3.0,3.0,70.0,120.0
2025-06-03--18h-22m-37s,56.0,0.0,5.0,59.0,120.0
2025-06-03--18h-22m-37s,44.0,0.0,10.0,66.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,6.0,67.0,120.0
2025-06-03--18h-22m-37s,49.0,1.0,7.0,63.0,120.0
2025-06-03--18h-22m-37s,37.0,2.0,3.0,78.0,120.0
2025-06-03--18h-22m-37s,39.0,0.0,11.0,70.0,120.0
2025-06-03--18h-22m-37s,51.0,0.0,10.0,59.0,120.0
2025-06-03--18h-22m-37s,50.0,1.0,8.0,61.0,120.0
2025-06-03--18h-22m-37s,52.0,1.0,10.0,57.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,8.0,60.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,11.0,57.0,120.0
2025-06-03--18h-22m-37s,41.0,0.0,7.0,72.0,120.0
2025-06-03--18h-22m-37s,45.0,0.0,8.0,67.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,9.0,63.0,120.0
2025-06-03--18h-22m-37s,38.0,3.0,11.0,68.0,120.0
2025-06-03--18h-22m-37s,37.0,3.0,14.0,66.0,120.0
2025-06-03--18h-22m-37s,44.0,2.0,9.0,65.0,120.0
2025-06-03--18h-22m-37s,45.0,5.0,9.0,61.0,120.0
2025-06-03--18h-22m-37s,49.0,1.0,10.0,60.0,120.0
2025-06-03--18h-22m-37s,50.0,1.0,9.0,60.0,120.0
2025-06-03--18h-22m-37s,43.0,4.0,7.0,66.0,120.0
2025-06-03--18h-22m-37s,42.0,0.0,8.0,70.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,10.0,62.0,120.0
2025-06-03--18h-22m-37s,56.0,0.0,9.0,55.0,120.0
2025-06-03--18h-22m-37s,40.0,1.0,9.0,70.0,120.0
2025-06-03--18h-22m-37s,39.0,3.0,10.0,68.0,120.0
2025-06-03--18h-22m-37s,42.0,1.0,8.0,69.0,120.0
2025-06-03--18h-22m-37s,47.0,0.0,14.0,59.0,120.0
2025-06-03--18h-22m-37s,53.0,2.0,9.0,56.0,120.0
2025-06-03--18h-22m-37s,54.0,3.0,6.0,57.0,120.0
2025-06-03--18h-22m-37s,38.0,0.0,12.0,70.0,120.0
2025-06-03--18h-22m-37s,45.0,6.0,7.0,62.0,120.0
2025-06-03--18h-22m-37s,40.0,0.0,8.0,72.0,120.0
2025-06-03--18h-22m-37s,50.0,5.0,8.0,57.0,120.0
2025-06-03--18h-22m-37s,38.0,0.0,15.0,67.0,120.0
2025-06-03--18h-22m-37s,43.0,2.0,6.0,69.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,10.0,58.0,120.0
2025-06-03--18h-22m-37s,40.0,1.0,14.0,65.0,120.0
2025-06-03--18h-22m-37s,38.0,3.0,9.0,70.0,120.0
2025-06-03--18h-22m-37s,55.0,2.0,9.0,54.0,120.0
2025-06-03--18h-22m-37s,49.0,0.0,9.0,62.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,12.0,56.0,120.0
2025-06-03--18h-22m-37s,39.0,3.0,9.0,69.0,120.0
2025-06-03--18h-22m-37s,50.0,5.0,4.0,61.0,120.0
2025-06-03--18h-22m-37s,54.0,0.0,14.0,52.0,120.0
2025-06-03--18h-22m-37s,49.0,0.0,5.0,66.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,16.0,57.0,120.0
2025-06-03--18h-22m-37s,40.0,5.0,9.0,66.0,120.0
2025-06-03--18h-22m-37s,46.0,6.0,12.0,56.0,120.0
2025-06-03--18h-22m-37s,44.0,2.0,9.0,65.0,120.0
2025-06-03--18h-22m-37s,49.0,1.0,12.0,58.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,8.0,60.0,120.0
2025-06-03--18h-22m-37s,42.0,2.0,10.0,66.0,120.0
2025-06-03--18h-22m-37s,48.0,1.0,6.0,65.0,120.0
2025-06-03--18h-22m-37s,47.0,1.0,6.0,66.0,120.0
2025-06-03--18h-22m-37s,57.0,1.0,6.0,56.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,7.0,67.0,120.0
2025-06-03--18h-22m-37s,48.0,2.0,12.0,58.0,120.0
2025-06-03--18h-22m-37s,54.0,2.0,10.0,54.0,120.0
2025-06-03--18h-22m-37s,49.0,2.0,11.0,58.0,120.0
2025-06-03--18h-22m-37s,40.0,0.0,9.0,71.0,120.0
2025-06-03--18h-22m-37s,43.0,5.0,14.0,58.0,120.0
2025-06-03--18h-22m-37s,55.0,1.0,5.0,59.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,6.0,62.0,120.0
2025-06-03--18h-22m-37s,39.0,1.0,6.0,74.0,120.0
2025-06-03--18h-22m-37s,52.0,3.0,9.0,56.0,120.0
2025-06-03--18h-22m-37s,47.0,5.0,10.0,58.0,120.0
2025-06-03--18h-22m-37s,41.0,4.0,12.0,63.0,120.0
2025-06-03--18h-22m-37s,52.0,4.0,2.0,62.0,120.0
2025-06-03--18h-22m-37s,47.0,3.0,7.0,63.0,120.0
2025-06-03--18h-22m-37s,47.0,2.0,12.0,59.0,120.0
2025-06-03--18h-22m-37s,49.0,3.0,12.0,56.0,120.0
2025-06-03--18h-22m-37s,45.0,2.0,7.0,66.0,120.0
2025-06-03--18h-22m-37s,47.0,0.0,8.0,65.0,120.0
2025-06-03--18h-22m-37s,53.0,3.0,13.0,51.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,11.0,63.0,120.0
2025-06-03--18h-22m-37s,44.0,2.0,11.0,63.0,120.0
2025-06-03--18h-22m-37s,41.0,0.0,7.0,72.0,120.0
2025-06-03--18h-22m-37s,43.0,1.0,11.0,65.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,14.0,59.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,8.0,66.0,120.0
2025-06-03--18h-22m-37s,46.0,3.0,17.0,54.0,120.0
2025-06-03--18h-22m-37s,43.0,2.0,9.0,66.0,120.0
2025-06-03--18h-22m-37s,39.0,0.0,13.0,68.0,120.0
2025-06-03--18h-22m-37s,40.0,3.0,11.0,66.0,120.0
2025-06-03--18h-22m-37s,53.0,1.0,7.0,59.0,120.0
2025-06-03--18h-22m-37s,49.0,0.0,13.0,58.0,120.0
2025-06-03--18h-22m-37s,54.0,2.0,9.0,55.0,120.0
2025-06-03--18h-22m-37s,39.0,0.0,11.0,70.0,120.0
2025-06-03--18h-22m-37s,50.0,3.0,9.0,58.0,120.0
2025-06-03--18h-22m-37s,41.0,2.0,9.0,68.0,120.0
2025-06-03--18h-22m-37s,60.0,0.0,11.0,49.0,120.0
2025-06-03--18h-22m-37s,49.0,2.0,8.0,61.0,120.0
2025-06-03--18h-22m-37s,36.0,1.0,15.0,68.0,120.0
2025-06-03--18h-22m-37s,37.0,1.0,12.0,70.0,120.0
2025-06-03--18h-22m-37s,46.0,2.0,15.0,57.0,120.0
2025-06-03--18h-22m-37s,40.0,3.0,9.0,68.0,120.0
2025-06-03--18h-22m-37s,50.0,1.0,4.0,65.0,120.0
2025-06-03--18h-22m-37s,56.0,1.0,8.0,55.0,120.0
2025-06-03--18h-22m-37s,49.0,1.0,10.0,60.0,120.0
2025-06-03--18h-22m-37s,51.0,0.0,10.0,59.0,120.0
2025-06-03--18h-22m-37s,49.0,1.0,10.0,60.0,120.0
2025-06-03--18h-22m-37s,41.0,2.0,9.0,68.0,120.0
2025-06-03--18h-22m-37s,43.0,2.0,8.0,67.0,120.0
2025-06-03--18h-22m-37s,41.0,0.0,11.0,68.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,10.0,58.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,8.0,60.0,120.0
2025-06-03--18h-22m-37s,36.0,1.0,9.0,74.0,120.0
2025-06-03--18h-22m-37s,45.0,4.0,11.0,60.0,120.0
2025-06-03--18h-22m-37s,43.0,1.0,8.0,68.0,120.0
2025-06-03--18h-22m-37s,42.0,3.0,4.0,71.0,120.0
2025-06-03--18h-22m-37s,43.0,0.0,9.0,68.0,120.0
2025-06-03--18h-22m-37s,40.0,2.0,11.0,67.0,120.0
2025-06-03--18h-22m-37s,56.0,3.0,4.0,57.0,120.0
2025-06-03--18h-22m-37s,56.0,1.0,9.0,54.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,6.0,67.0,120.0
2025-06-03--18h-22m-37s,57.0,0.0,11.0,52.0,120.0
2025-06-03--18h-22m-37s,54.0,2.0,8.0,56.0,120.0
2025-06-03--18h-22m-37s,49.0,1.0,10.0,60.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,13.0,59.0,120.0
2025-06-03--18h-22m-37s,44.0,2.0,9.0,65.0,120.0
2025-06-03--18h-22m-37s,44.0,0.0,5.0,71.0,120.0
2025-06-03--18h-22m-37s,40.0,1.0,9.0,70.0,120.0
2025-06-03--18h-22m-37s,52.0,0.0,12.0,56.0,120.0
2025-06-03--18h-22m-37s,47.0,4.0,10.0,59.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,8.0,64.0,120.0
2025-06-03--18h-22m-37s,48.0,1.0,8.0,63.0,120.0
2025-06-03--18h-22m-37s,43.0,1.0,8.0,68.0,120.0
2025-06-03--18h-22m-37s,48.0,0.0,9.0,63.0,120.0
2025-06-03--18h-22m-37s,57.0,2.0,8.0,53.0,120.0
2025-06-03--18h-22m-37s,49.0,0.0,7.0,64.0,120.0
2025-06-03--18h-22m-37s,40.0,1.0,6.0,73.0,120.0
2025-06-03--18h-22m-37s,47.0,0.0,11.0,62.0,120.0
2025-06-03--18h-22m-37s,35.0,4.0,12.0,69.0,120.0
2025-06-03--18h-22m-37s,51.0,0.0,11.0,58.0,120.0
2025-06-03--18h-22m-37s,52.0,1.0,5.0,62.0,120.0
2025-06-03--18h-22m-37s,44.0,2.0,16.0,58.0,120.0
2025-06-03--18h-22m-37s,33.0,3.0,10.0,74.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,10.0,58.0,120.0
2025-06-03--18h-22m-37s,36.0,1.0,13.0,70.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,7.0,67.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,7.0,61.0,120.0
2025-06-03--18h-22m-37s,52.0,1.0,9.0,58.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,7.0,67.0,120.0
2025-06-03--18h-22m-37s,53.0,2.0,6.0,59.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,19.0,54.0,120.0
2025-06-03--18h-22m-37s,42.0,1.0,11.0,66.0,120.0
2025-06-03--18h-22m-37s,52.0,1.0,7.0,60.0,120.0
2025-06-03--18h-22m-37s,52.0,2.0,9.0,57.0,120.0
2025-06-03--18h-22m-37s,60.0,3.0,14.0,43.0,120.0
2025-06-03--18h-22m-37s,43.0,2.0,8.0,67.0,120.0
2025-06-03--18h-22m-37s,48.0,2.0,6.0,64.0,120.0
2025-06-03--18h-22m-37s,43.0,1.0,6.0,70.0,120.0
2025-06-03--18h-22m-37s,45.0,1.0,9.0,65.0,120.0
2025-06-03--18h-22m-37s,43.0,0.0,10.0,67.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,12.0,56.0,120.0
2025-06-03--18h-22m-37s,50.0,0.0,6.0,64.0,120.0
2025-06-03--18h-22m-37s,50.0,3.0,9.0,58.0,120.0
2025-06-03--18h-22m-37s,48.0,1.0,7.0,64.0,120.0
2025-06-03--18h-22m-37s,47.0,2.0,8.0,63.0,120.0
2025-06-03--18h-22m-37s,49.0,0.0,12.0,59.0,120.0
2025-06-03--18h-22m-37s,34.0,3.0,11.0,72.0,120.0
2025-06-03--18h-22m-37s,56.0,2.0,8.0,54.0,120.0
2025-06-03--18h-22m-37s,50.0,2.0,4.0,64.0,120.0
2025-06-03--18h-22m-37s,50.0,3.0,8.0,59.0,120.0
2025-06-03--18h-22m-37s,41.0,1.0,14.0,64.0,120.0
2025-06-03--18h-22m-37s,55.0,4.0,6.0,55.0,120.0
2025-06-03--18h-22m-37s,48.0,3.0,11.0,58.0,120.0
2025-06-03--18h-22m-37s,39.0,1.0,9.0,71.0,120.0
2025-06-03--18h-22m-37s,48.0,2.0,13.0,57.0,120.0
2025-06-03--18h-22m-37s,49.0,2.0,12.0,57.0,120.0
2025-06-03--18h-22m-37s,42.0,2.0,11.0,65.0,120.0
2025-06-03--18h-22m-37s,44.0,6.0,14.0,56.0,120.0
2025-06-03--18h-22m-37s,46.0,2.0,11.0,61.0,120.0
2025-06-03--18h-22m-37s,44.0,2.0,9.0,65.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,9.0,64.0,120.0
2025-06-03--18h-22m-37s,46.0,2.0,10.0,62.0,120.0
2025-06-03--18h-22m-37s,49.0,2.0,15.0,54.0,120.0
2025-06-03--18h-22m-37s,51.0,1.0,4.0,64.0,120.0
2025-06-03--18h-22m-37s,38.0,1.0,9.0,72.0,120.0
2025-06-03--18h-22m-37s,46.0,1.0,13.0,60.0,120.0
2025-06-03--18h-22m-37s,54.0,1.0,11.0,54.0,120.0
2025-06-03--18h-22m-37s,47.0,4.0,11.0,58.0,120.0
2025-06-03--18h-22m-37s,41.0,4.0,7.0,68.0,120.0
2025-06-03--18h-22m-37s,48.0,2.0,12.0,58.0,120.0
