data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-06-03--11h-10m-06s,1.0,33.0,2.0,4.0,40.0,,0.6840812317953292,0.4636476090008061
2025-06-03--11h-10m-06s,1.0,32.0,0.0,7.0,40.0,,0.6435011087932843,0.3613671239067078
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,1.0,28.0,0.0,11.0,40.0,,0.7953988301841436,0.2928427717285755
2025-06-03--11h-10m-06s,1.0,25.0,0.0,14.0,40.0,,0.8956647938578649,0.2611574109030243
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,1.0,34.0,1.0,4.0,40.0,,0.6005941268660511,0.4636476090008061
2025-06-03--11h-10m-06s,1.0,31.0,1.0,7.0,40.0,,0.7227342478134156,0.3613671239067078
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,4.0,33.0,0.0,3.0,40.0,,0.6005941268660511,0.857071947850131
2025-06-03--11h-10m-06s,1.0,34.0,0.0,5.0,40.0,,0.5548110329800715,0.4205343352839651
2025-06-03--11h-10m-06s,1.0,31.0,0.0,8.0,40.0,,0.6840812317953292,0.339836909454122
2025-06-03--11h-10m-06s,1.0,31.0,1.0,7.0,40.0,,0.7227342478134156,0.3613671239067078
2025-06-03--11h-10m-06s,0.0,36.0,0.0,4.0,40.0,,0.45102681179626236,0.0
2025-06-03--11h-10m-06s,1.0,29.0,0.0,10.0,40.0,,0.759761932507315,0.30627736916966947
2025-06-03--11h-10m-06s,0.0,33.0,0.0,7.0,40.0,,0.6005941268660511,0.0
2025-06-03--11h-10m-06s,1.0,32.0,0.0,7.0,40.0,,0.6435011087932843,0.3613671239067078
2025-06-03--11h-10m-06s,2.0,32.0,1.0,5.0,40.0,,0.6840812317953292,0.5639426413606289
2025-06-03--11h-10m-06s,1.0,28.0,2.0,9.0,40.0,,0.863211890069541,0.3217505543966422
2025-06-03--11h-10m-06s,4.0,34.0,0.0,2.0,40.0,,0.5548110329800715,0.9553166181245093
2025-06-03--11h-10m-06s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,3.0,32.0,0.0,5.0,40.0,,0.6435011087932843,0.659058035826409
2025-06-03--11h-10m-06s,0.0,37.0,0.0,3.0,40.0,,0.3897607327974747,0.0
2025-06-03--11h-10m-06s,3.0,33.0,0.0,4.0,40.0,,0.6005941268660511,0.7137243789447656
2025-06-03--11h-10m-06s,2.0,29.0,1.0,8.0,40.0,,0.7953988301841436,0.4636476090008061
2025-06-03--11h-10m-06s,0.0,30.0,1.0,9.0,40.0,,0.759761932507315,0.0
2025-06-03--11h-10m-06s,3.0,27.0,0.0,10.0,40.0,,0.8298316245918765,0.5010930132653572
2025-06-03--11h-10m-06s,3.0,31.0,0.0,6.0,40.0,,0.6840812317953292,0.6154797086703874
2025-06-03--11h-10m-06s,0.0,33.0,1.0,6.0,40.0,,0.6435011087932843,0.0
2025-06-03--11h-10m-06s,0.0,33.0,0.0,7.0,40.0,,0.6005941268660511,0.0
2025-06-03--11h-10m-06s,1.0,25.0,0.0,14.0,40.0,,0.8956647938578649,0.2611574109030243
2025-06-03--11h-10m-06s,1.0,30.0,1.0,8.0,40.0,,0.759761932507315,0.339836909454122
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,0.0,35.0,1.0,4.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,3.0,28.0,0.0,9.0,40.0,,0.7953988301841436,0.5235987755982988
2025-06-03--11h-10m-06s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,1.0,31.0,0.0,8.0,40.0,,0.6840812317953292,0.339836909454122
2025-06-03--11h-10m-06s,5.0,33.0,0.0,2.0,40.0,,0.6005941268660511,1.0068536854342678
2025-06-03--11h-10m-06s,1.0,30.0,0.0,9.0,40.0,,0.7227342478134156,0.3217505543966422
2025-06-03--11h-10m-06s,1.0,37.0,0.0,2.0,40.0,,0.3897607327974747,0.6154797086703874
2025-06-03--11h-10m-06s,1.0,32.0,0.0,7.0,40.0,,0.6435011087932843,0.3613671239067078
2025-06-03--11h-10m-06s,1.0,36.0,0.0,3.0,40.0,,0.45102681179626236,0.5235987755982988
2025-06-03--11h-10m-06s,1.0,30.0,0.0,9.0,40.0,,0.7227342478134156,0.3217505543966422
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,0.0,27.0,0.0,13.0,40.0,,0.8298316245918765,0.0
2025-06-03--11h-10m-06s,1.0,32.0,0.0,7.0,40.0,,0.6435011087932843,0.3613671239067078
2025-06-03--11h-10m-06s,0.0,36.0,0.0,4.0,40.0,,0.45102681179626236,0.0
2025-06-03--11h-10m-06s,0.0,31.0,0.0,9.0,40.0,,0.6840812317953292,0.0
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,2.0,27.0,0.0,11.0,40.0,,0.8298316245918765,0.4030570744661132
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,3.0,31.0,2.0,4.0,40.0,,0.759761932507315,0.7137243789447656
2025-06-03--11h-10m-06s,4.0,31.0,2.0,3.0,40.0,,0.759761932507315,0.857071947850131
2025-06-03--11h-10m-06s,1.0,34.0,0.0,5.0,40.0,,0.5548110329800715,0.4205343352839651
2025-06-03--11h-10m-06s,4.0,26.0,0.0,10.0,40.0,,0.863211890069541,0.5639426413606289
2025-06-03--11h-10m-06s,3.0,30.0,0.0,7.0,40.0,,0.7227342478134156,0.5796397403637042
2025-06-03--11h-10m-06s,2.0,33.0,0.0,5.0,40.0,,0.6005941268660511,0.5639426413606289
2025-06-03--11h-10m-06s,3.0,28.0,0.0,9.0,40.0,,0.7953988301841436,0.5235987755982988
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-06-03--11h-10m-06s,3.0,32.0,0.0,5.0,40.0,,0.6435011087932843,0.659058035826409
2025-06-03--11h-10m-06s,1.0,32.0,1.0,6.0,40.0,,0.6840812317953292,0.38759668665518066
2025-06-03--11h-10m-06s,1.0,30.0,0.0,9.0,40.0,,0.7227342478134156,0.3217505543966422
2025-06-03--11h-10m-06s,2.0,30.0,0.0,8.0,40.0,,0.7227342478134156,0.4636476090008061
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,1.0,32.0,1.0,6.0,40.0,,0.6840812317953292,0.38759668665518066
2025-06-03--11h-10m-06s,1.0,29.0,0.0,10.0,40.0,,0.759761932507315,0.30627736916966947
2025-06-03--11h-10m-06s,2.0,33.0,0.0,5.0,40.0,,0.6005941268660511,0.5639426413606289
2025-06-03--11h-10m-06s,1.0,28.0,1.0,10.0,40.0,,0.8298316245918765,0.30627736916966947
2025-06-03--11h-10m-06s,0.0,30.0,0.0,10.0,40.0,,0.7227342478134156,0.0
2025-06-03--11h-10m-06s,1.0,30.0,0.0,9.0,40.0,,0.7227342478134156,0.3217505543966422
2025-06-03--11h-10m-06s,3.0,29.0,0.0,8.0,40.0,,0.759761932507315,0.5494672447576273
2025-06-03--11h-10m-06s,0.0,33.0,0.0,7.0,40.0,,0.6005941268660511,0.0
2025-06-03--11h-10m-06s,3.0,27.0,0.0,10.0,40.0,,0.8298316245918765,0.5010930132653572
2025-06-03--11h-10m-06s,1.0,33.0,1.0,5.0,40.0,,0.6435011087932843,0.4205343352839651
2025-06-03--11h-10m-06s,3.0,33.0,0.0,4.0,40.0,,0.6005941268660511,0.7137243789447656
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,2.0,33.0,0.0,5.0,40.0,,0.6005941268660511,0.5639426413606289
2025-06-03--11h-10m-06s,1.0,30.0,0.0,9.0,40.0,,0.7227342478134156,0.3217505543966422
2025-06-03--11h-10m-06s,2.0,33.0,0.0,5.0,40.0,,0.6005941268660511,0.5639426413606289
2025-06-03--11h-10m-06s,2.0,30.0,1.0,7.0,40.0,,0.759761932507315,0.49088267828931137
2025-06-03--11h-10m-06s,0.0,29.0,0.0,11.0,40.0,,0.759761932507315,0.0
2025-06-03--11h-10m-06s,1.0,31.0,1.0,7.0,40.0,,0.7227342478134156,0.3613671239067078
2025-06-03--11h-10m-06s,3.0,31.0,0.0,6.0,40.0,,0.6840812317953292,0.6154797086703874
2025-06-03--11h-10m-06s,2.0,30.0,0.0,8.0,40.0,,0.7227342478134156,0.4636476090008061
2025-06-03--11h-10m-06s,3.0,32.0,0.0,5.0,40.0,,0.6435011087932843,0.659058035826409
2025-06-03--11h-10m-06s,2.0,29.0,0.0,9.0,40.0,,0.759761932507315,0.4405106630046985
2025-06-03--11h-10m-06s,4.0,29.0,0.0,7.0,40.0,,0.759761932507315,0.6472848480156524
2025-06-03--11h-10m-06s,2.0,32.0,0.0,6.0,40.0,,0.6435011087932843,0.5235987755982988
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,0.0,29.0,0.0,11.0,40.0,,0.759761932507315,0.0
2025-06-03--11h-10m-06s,0.0,31.0,0.0,9.0,40.0,,0.6840812317953292,0.0
2025-06-03--11h-10m-06s,0.0,36.0,0.0,4.0,40.0,,0.45102681179626236,0.0
2025-06-03--11h-10m-06s,3.0,30.0,0.0,7.0,40.0,,0.7227342478134156,0.5796397403637042
2025-06-03--11h-10m-06s,2.0,33.0,1.0,4.0,40.0,,0.6435011087932843,0.6154797086703874
2025-06-03--11h-10m-06s,3.0,31.0,0.0,6.0,40.0,,0.6840812317953292,0.6154797086703874
2025-06-03--11h-10m-06s,0.0,31.0,1.0,8.0,40.0,,0.7227342478134156,0.0
2025-06-03--11h-10m-06s,3.0,31.0,0.0,6.0,40.0,,0.6840812317953292,0.6154797086703874
2025-06-03--11h-10m-06s,0.0,33.0,0.0,7.0,40.0,,0.6005941268660511,0.0
2025-06-03--11h-10m-06s,3.0,30.0,1.0,6.0,40.0,,0.759761932507315,0.6154797086703874
2025-06-03--11h-10m-06s,1.0,30.0,0.0,9.0,40.0,,0.7227342478134156,0.3217505543966422
2025-06-03--11h-10m-06s,0.0,33.0,0.0,7.0,40.0,,0.6005941268660511,0.0
2025-06-03--11h-10m-06s,1.0,31.0,0.0,8.0,40.0,,0.6840812317953292,0.339836909454122
2025-06-03--11h-10m-06s,0.0,39.0,0.0,1.0,40.0,,0.22407528530181936,0.0
2025-06-03--11h-10m-06s,3.0,31.0,1.0,5.0,40.0,,0.7227342478134156,0.659058035826409
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,1.0,34.0,0.0,5.0,40.0,,0.5548110329800715,0.4205343352839651
2025-06-03--11h-10m-06s,3.0,33.0,0.0,4.0,40.0,,0.6005941268660511,0.7137243789447656
2025-06-03--11h-10m-06s,1.0,27.0,1.0,11.0,40.0,,0.863211890069541,0.2928427717285755
2025-06-03--11h-10m-06s,1.0,30.0,2.0,7.0,40.0,,0.7953988301841436,0.3613671239067078
2025-06-03--11h-10m-06s,2.0,36.0,0.0,2.0,40.0,,0.45102681179626236,0.7853981633974483
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,0.0,37.0,0.0,3.0,40.0,,0.3897607327974747,0.0
2025-06-03--11h-10m-06s,0.0,35.0,1.0,4.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,1.0,31.0,0.0,8.0,40.0,,0.6840812317953292,0.339836909454122
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,1.0,31.0,0.0,8.0,40.0,,0.6840812317953292,0.339836909454122
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,3.0,28.0,0.0,9.0,40.0,,0.7953988301841436,0.5235987755982988
2025-06-03--11h-10m-06s,2.0,32.0,2.0,4.0,40.0,,0.7227342478134156,0.6154797086703874
2025-06-03--11h-10m-06s,3.0,35.0,0.0,2.0,40.0,,0.5053605102841573,0.8860771237926136
2025-06-03--11h-10m-06s,2.0,33.0,1.0,4.0,40.0,,0.6435011087932843,0.6154797086703874
2025-06-03--11h-10m-06s,4.0,30.0,0.0,6.0,40.0,,0.7227342478134156,0.684719203002283
2025-06-03--11h-10m-06s,0.0,31.0,0.0,9.0,40.0,,0.6840812317953292,0.0
2025-06-03--11h-10m-06s,4.0,29.0,4.0,3.0,40.0,,0.8956647938578649,0.857071947850131
2025-06-03--11h-10m-06s,4.0,27.0,0.0,9.0,40.0,,0.8298316245918765,0.5880026035475675
2025-06-03--11h-10m-06s,2.0,31.0,1.0,6.0,40.0,,0.7227342478134156,0.5235987755982988
2025-06-03--11h-10m-06s,1.0,28.0,0.0,11.0,40.0,,0.7953988301841436,0.2928427717285755
2025-06-03--11h-10m-06s,2.0,34.0,0.0,4.0,40.0,,0.5548110329800715,0.6154797086703874
2025-06-03--11h-10m-06s,1.0,32.0,0.0,7.0,40.0,,0.6435011087932843,0.3613671239067078
2025-06-03--11h-10m-06s,0.0,33.0,1.0,6.0,40.0,,0.6435011087932843,0.0
2025-06-03--11h-10m-06s,0.0,31.0,0.0,9.0,40.0,,0.6840812317953292,0.0
2025-06-03--11h-10m-06s,1.0,34.0,0.0,5.0,40.0,,0.5548110329800715,0.4205343352839651
2025-06-03--11h-10m-06s,0.0,33.0,1.0,6.0,40.0,,0.6435011087932843,0.0
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,0.0,31.0,0.0,9.0,40.0,,0.6840812317953292,0.0
2025-06-03--11h-10m-06s,3.0,30.0,0.0,7.0,40.0,,0.7227342478134156,0.5796397403637042
2025-06-03--11h-10m-06s,1.0,27.0,0.0,12.0,40.0,,0.8298316245918765,0.28103490150281357
2025-06-03--11h-10m-06s,0.0,30.0,1.0,9.0,40.0,,0.759761932507315,0.0
2025-06-03--11h-10m-06s,2.0,29.0,0.0,9.0,40.0,,0.759761932507315,0.4405106630046985
2025-06-03--11h-10m-06s,1.0,29.0,1.0,9.0,40.0,,0.7953988301841436,0.3217505543966422
2025-06-03--11h-10m-06s,0.0,36.0,0.0,4.0,40.0,,0.45102681179626236,0.0
2025-06-03--11h-10m-06s,2.0,33.0,0.0,5.0,40.0,,0.6005941268660511,0.5639426413606289
2025-06-03--11h-10m-06s,1.0,31.0,0.0,8.0,40.0,,0.6840812317953292,0.339836909454122
2025-06-03--11h-10m-06s,1.0,30.0,1.0,8.0,40.0,,0.759761932507315,0.339836909454122
2025-06-03--11h-10m-06s,1.0,29.0,0.0,10.0,40.0,,0.759761932507315,0.30627736916966947
2025-06-03--11h-10m-06s,0.0,33.0,0.0,7.0,40.0,,0.6005941268660511,0.0
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-06-03--11h-10m-06s,2.0,31.0,1.0,6.0,40.0,,0.7227342478134156,0.5235987755982988
2025-06-03--11h-10m-06s,0.0,33.0,0.0,7.0,40.0,,0.6005941268660511,0.0
2025-06-03--11h-10m-06s,2.0,32.0,1.0,5.0,40.0,,0.6840812317953292,0.5639426413606289
2025-06-03--11h-10m-06s,1.0,32.0,0.0,7.0,40.0,,0.6435011087932843,0.3613671239067078
2025-06-03--11h-10m-06s,3.0,31.0,0.0,6.0,40.0,,0.6840812317953292,0.6154797086703874
2025-06-03--11h-10m-06s,2.0,33.0,0.0,5.0,40.0,,0.6005941268660511,0.5639426413606289
2025-06-03--11h-10m-06s,2.0,32.0,0.0,6.0,40.0,,0.6435011087932843,0.5235987755982988
2025-06-03--11h-10m-06s,2.0,30.0,0.0,8.0,40.0,,0.7227342478134156,0.4636476090008061
2025-06-03--11h-10m-06s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-06-03--11h-10m-06s,1.0,31.0,1.0,7.0,40.0,,0.7227342478134156,0.3613671239067078
2025-06-03--11h-10m-06s,1.0,32.0,0.0,7.0,40.0,,0.6435011087932843,0.3613671239067078
2025-06-03--11h-10m-06s,1.0,34.0,0.0,5.0,40.0,,0.5548110329800715,0.4205343352839651
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,0.0,32.0,2.0,6.0,40.0,,0.7227342478134156,0.0
2025-06-03--11h-10m-06s,1.0,34.0,0.0,5.0,40.0,,0.5548110329800715,0.4205343352839651
2025-06-03--11h-10m-06s,3.0,28.0,1.0,8.0,40.0,,0.8298316245918765,0.5494672447576273
2025-06-03--11h-10m-06s,2.0,28.0,0.0,10.0,40.0,,0.7953988301841436,0.4205343352839651
2025-06-03--11h-10m-06s,2.0,35.0,0.0,3.0,40.0,,0.5053605102841573,0.684719203002283
2025-06-03--11h-10m-06s,1.0,36.0,0.0,3.0,40.0,,0.45102681179626236,0.5235987755982988
2025-06-03--11h-10m-06s,1.0,36.0,0.0,3.0,40.0,,0.45102681179626236,0.5235987755982988
2025-06-03--11h-10m-06s,3.0,32.0,0.0,5.0,40.0,,0.6435011087932843,0.659058035826409
2025-06-03--11h-10m-06s,1.0,32.0,0.0,7.0,40.0,,0.6435011087932843,0.3613671239067078
2025-06-03--11h-10m-06s,0.0,31.0,1.0,8.0,40.0,,0.7227342478134156,0.0
2025-06-03--11h-10m-06s,1.0,28.0,0.0,11.0,40.0,,0.7953988301841436,0.2928427717285755
2025-06-03--11h-10m-06s,1.0,30.0,0.0,9.0,40.0,,0.7227342478134156,0.3217505543966422
2025-06-03--11h-10m-06s,3.0,32.0,0.0,5.0,40.0,,0.6435011087932843,0.659058035826409
2025-06-03--11h-10m-06s,2.0,37.0,0.0,1.0,40.0,,0.3897607327974747,0.9553166181245093
2025-06-03--11h-10m-06s,2.0,33.0,0.0,5.0,40.0,,0.6005941268660511,0.5639426413606289
2025-06-03--11h-10m-06s,2.0,33.0,0.0,5.0,40.0,,0.6005941268660511,0.5639426413606289
2025-06-03--11h-10m-06s,1.0,31.0,0.0,8.0,40.0,,0.6840812317953292,0.339836909454122
2025-06-03--11h-10m-06s,0.0,30.0,0.0,10.0,40.0,,0.7227342478134156,0.0
2025-06-03--11h-10m-06s,2.0,35.0,0.0,3.0,40.0,,0.5053605102841573,0.684719203002283
2025-06-03--11h-10m-06s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,1.0,34.0,0.0,5.0,40.0,,0.5548110329800715,0.4205343352839651
2025-06-03--11h-10m-06s,0.0,33.0,0.0,7.0,40.0,,0.6005941268660511,0.0
2025-06-03--11h-10m-06s,0.0,37.0,0.0,3.0,40.0,,0.3897607327974747,0.0
2025-06-03--11h-10m-06s,2.0,34.0,1.0,3.0,40.0,,0.6005941268660511,0.684719203002283
2025-06-03--11h-10m-06s,0.0,30.0,0.0,10.0,40.0,,0.7227342478134156,0.0
2025-06-03--11h-10m-06s,1.0,32.0,1.0,6.0,40.0,,0.6840812317953292,0.38759668665518066
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,1.0,28.0,0.0,11.0,40.0,,0.7953988301841436,0.2928427717285755
2025-06-03--11h-10m-06s,1.0,31.0,1.0,7.0,40.0,,0.7227342478134156,0.3613671239067078
2025-06-03--11h-10m-06s,2.0,35.0,0.0,3.0,40.0,,0.5053605102841573,0.684719203002283
2025-06-03--11h-10m-06s,1.0,36.0,1.0,2.0,40.0,,0.5053605102841573,0.6154797086703874
2025-06-03--11h-10m-06s,2.0,29.0,0.0,9.0,40.0,,0.759761932507315,0.4405106630046985
2025-06-03--11h-10m-06s,3.0,27.0,1.0,9.0,40.0,,0.863211890069541,0.5235987755982988
2025-06-03--11h-10m-06s,1.0,34.0,1.0,4.0,40.0,,0.6005941268660511,0.4636476090008061
2025-06-03--11h-10m-06s,2.0,31.0,1.0,6.0,40.0,,0.7227342478134156,0.5235987755982988
2025-06-03--11h-10m-06s,1.0,29.0,0.0,10.0,40.0,,0.759761932507315,0.30627736916966947
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,5.0,27.0,0.0,8.0,40.0,,0.8298316245918765,0.6689640742684072
2025-06-03--11h-10m-06s,0.0,35.0,0.0,5.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,0.0,31.0,0.0,9.0,40.0,,0.6840812317953292,0.0
2025-06-03--11h-10m-06s,2.0,32.0,0.0,6.0,40.0,,0.6435011087932843,0.5235987755982988
2025-06-03--11h-10m-06s,0.0,28.0,1.0,11.0,40.0,,0.8298316245918765,0.0
2025-06-03--11h-10m-06s,1.0,29.0,0.0,10.0,40.0,,0.759761932507315,0.30627736916966947
2025-06-03--11h-10m-06s,6.0,29.0,0.0,5.0,40.0,,0.759761932507315,0.8309155524161558
2025-06-03--11h-10m-06s,1.0,30.0,0.0,9.0,40.0,,0.7227342478134156,0.3217505543966422
2025-06-03--11h-10m-06s,1.0,35.0,0.0,4.0,40.0,,0.5053605102841573,0.4636476090008061
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,3.0,31.0,0.0,6.0,40.0,,0.6840812317953292,0.6154797086703874
2025-06-03--11h-10m-06s,1.0,29.0,0.0,10.0,40.0,,0.759761932507315,0.30627736916966947
2025-06-03--11h-10m-06s,3.0,30.0,1.0,6.0,40.0,,0.759761932507315,0.6154797086703874
2025-06-03--11h-10m-06s,2.0,33.0,0.0,5.0,40.0,,0.6005941268660511,0.5639426413606289
2025-06-03--11h-10m-06s,2.0,34.0,0.0,4.0,40.0,,0.5548110329800715,0.6154797086703874
2025-06-03--11h-10m-06s,2.0,32.0,0.0,6.0,40.0,,0.6435011087932843,0.5235987755982988
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,3.0,34.0,0.0,3.0,40.0,,0.5548110329800715,0.7853981633974483
2025-06-03--11h-10m-06s,1.0,31.0,1.0,7.0,40.0,,0.7227342478134156,0.3613671239067078
2025-06-03--11h-10m-06s,0.0,31.0,0.0,9.0,40.0,,0.6840812317953292,0.0
2025-06-03--11h-10m-06s,2.0,34.0,0.0,4.0,40.0,,0.5548110329800715,0.6154797086703874
2025-06-03--11h-10m-06s,3.0,32.0,0.0,5.0,40.0,,0.6435011087932843,0.659058035826409
2025-06-03--11h-10m-06s,0.0,37.0,0.0,3.0,40.0,,0.3897607327974747,0.0
2025-06-03--11h-10m-06s,0.0,32.0,0.0,8.0,40.0,,0.6435011087932843,0.0
2025-06-03--11h-10m-06s,1.0,34.0,0.0,5.0,40.0,,0.5548110329800715,0.4205343352839651
2025-06-03--11h-10m-06s,0.0,35.0,1.0,4.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,0.0,34.0,0.0,6.0,40.0,,0.5548110329800715,0.0
2025-06-03--11h-10m-06s,2.0,30.0,0.0,8.0,40.0,,0.7227342478134156,0.4636476090008061
2025-06-03--11h-10m-06s,3.0,33.0,0.0,4.0,40.0,,0.6005941268660511,0.7137243789447656
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,0.0,33.0,0.0,7.0,40.0,,0.6005941268660511,0.0
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,0.0,36.0,1.0,3.0,40.0,,0.5053605102841573,0.0
2025-06-03--11h-10m-06s,2.0,32.0,1.0,5.0,40.0,,0.6840812317953292,0.5639426413606289
2025-06-03--11h-10m-06s,2.0,30.0,0.0,8.0,40.0,,0.7227342478134156,0.4636476090008061
2025-06-03--11h-10m-06s,4.0,28.0,1.0,7.0,40.0,,0.8298316245918765,0.6472848480156524
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,2.0,34.0,1.0,3.0,40.0,,0.6005941268660511,0.684719203002283
2025-06-03--11h-10m-06s,3.0,28.0,0.0,9.0,40.0,,0.7953988301841436,0.5235987755982988
2025-06-03--11h-10m-06s,2.0,33.0,2.0,3.0,40.0,,0.6840812317953292,0.684719203002283
2025-06-03--11h-10m-06s,0.0,32.0,0.0,8.0,40.0,,0.6435011087932843,0.0
2025-06-03--11h-10m-06s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--11h-10m-06s,4.0,27.0,0.0,9.0,40.0,,0.8298316245918765,0.5880026035475675
2025-06-03--11h-10m-06s,2.0,36.0,0.0,2.0,40.0,,0.45102681179626236,0.7853981633974483
2025-06-03--11h-10m-06s,0.0,30.0,0.0,10.0,40.0,,0.7227342478134156,0.0
2025-06-03--11h-10m-06s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--11h-10m-06s,4.0,24.0,2.0,10.0,40.0,,0.9884320889261531,0.5639426413606289
